A,B
0.000112362513647,0.112211924527
1.45858971263e-05,0.027032057924
5.71563867845e-06,0.0231758610953
0.000218607227824,1.67843634085
0.000486865871624,0.403842119697
1.46471866096e-05,0.00312403801529
9.10683007305e-05,12.7375579974
2.00100188157e-05,0.38877788063
0.0007104098219,0.114929777741
0.00418291259879,0.44629463715
6.68613491663e-06,0.104225786343
8.91609817167e-05,29.9800526193
1.59305673202e-05,0.062372027303
3.84686137545e-05,0.204659783608
7.38178741352e-05,0.0318191204364
1.16060040571e-06,0.0585357208387
0.00040063690912,13.3102985896
1.7229939037e-05,0.0676210675587
1.68629290407e-06,0.104567727851
0.0020120559547,7.43351853821
0.0735596298699,0.0674880227126
7.89399002304e-05,17.9727028928
3.86825010484e-05,27.4711268737
0.000847781096024,162.296192972
3.09578250868e-05,73.1768261131
4.52523515721e-05,1.28509268146
7.98953161788e-06,0.0387476214229
9.12665031882e-05,0.262419325998
0.000731224401564,3.11390119042
7.66242473726e-05,0.731286428487
0.000181820610125,68.8346209922
5.86744687122e-06,0.0833713267004
2.23046951521e-05,0.484979825984
0.00595217605533,3.81238069832
7.84676256192e-06,0.0130298789383
2.25060113959e-05,0.0766096162929
8.18009231714e-05,7.22130522886
0.000168134193877,40.452842496
4.51654726278e-06,0.0115842458201
4.66082559541e-05,0.0373511455226
7.52387760214e-05,0.0878311949061
0.00392025448808,42.5034774179
8.63021834297e-06,0.0192830180517
1.124125213e-05,0.0205752999026
1.91748893039e-05,0.00218464335335
0.000106321629101,0.0967204686889
7.90679218947e-06,0.0473120269058
2.97899280646e-06,0.0231823920073
0.0582317231685,815.66267338
1.55777531121e-06,0.00160711830515
0.000735559135465,2.18212882333
1.80461628194e-05,0.0147381709907
9.12201189352e-06,0.0325304407323
0.000118772086914,0.0989913426078
0.00121521694609,0.58169874774
4.20187242524e-06,0.00200874573883
3.3438323781e-05,0.0419176008725
0.000753743480045,20.4690812774
2.00565984125e-05,0.0371512085982
3.53238773727e-05,21.7975216039
0.000100259863036,0.0631152168375
0.00018499491708,95.9640458888
7.21218664071e-05,0.0599725476368
0.00409177537465,143.690613039
3.34384315436e-05,0.0713378118346
6.49322179011e-06,0.010377219489
5.74707917282e-05,0.0427943221136
0.000359625478097,1.38582391778
1.22004075355e-05,0.0432020463307
3.54658091936e-05,0.07690918656
1.40519229014e-05,0.00690090749542
1.02629979701e-05,0.0676950057947
7.94770623988e-05,0.0717142587528
0.0160515991156,95.9094901734
0.00172427385621,0.205926268106
2.72853512747e-06,0.0190369360202
1.34141200493e-06,0.00111990274337
3.82115280601e-06,0.0168710841279
9.90661833862e-05,0.132510606624
0.00238944431648,83.2437548003
