A,B
0.0206954110132,0.179094379649
0.011340595454,0.277104396005
4.67528283702e-05,0.00665972523009
3.30648898629e-05,0.0204017560738
3.93595730331e-30,0.210971213479
3.88282630693e-05,0.000767768849392
0.000131123843885,0.199589198156
6.25613683721e-05,0.00201615190137
0.0390724399868,0.283571151899
0.0246227312706,1.10423151056
0.0988809348774,0.168145233327
0.000257289978753,0.147434435707
4.45445023901e-05,0.119743481595
0.00142644124368,0.160932610737
0.0305414592448,0.336712506059
0.0015968869065,0.189111974484
0.0316973591063,0.307179490639
4.91167123712e-05,0.0474639477655
2.75298370918e-05,0.0666275631411
4.29713007715e-05,0.0233503971697
2.2014169838e-05,0.000747649636678
1.16358970183e-05,0.0370321042869
2.72665318295e-25,0.0836501805312
0.000452389792835,0.0912262477106
0.000316797653741,0.0930838675132
1.75140147391e-26,0.0493218599528
5.22103500543e-05,0.146278056844
0.0321375539925,0.20738018126
0.0048606472337,0.326680475881
0.000756022367237,0.169525824375
6.58108360348e-43,0.350990925408
4.82196810892e-05,0.052662079707
2.9659775715e-06,0.0236769682994
7.05486504882e-05,0.0761192762346
4.90476721871e-20,0.0203518971138
0.000191837581438,0.0255344438291
0.00140592898666,0.0394191705
0.000318205273746,0.0298738574455
1.00458692572e-23,0.0990672792922
2.31262828383e-05,0.0150143523268
0.000131710644728,0.0732658577306
0.000116581614985,0.119762990239
1.91888206496e-05,0.022542379797
9.94965221943e-05,0.00870698226728
2.03269172061e-05,0.0400765106093
0.00373974611153,0.0470804546693
1.82824158909,2.00666883617
2.98806962675e-05,0.176640288143
3.32533768341e-05,0.0507564571342
 1.88823145861e-05,0.0454671614259
3.76907871093,1395.36101974
0.0282929913924,0.0411005111391
4.2797805084e-05,0.0300825279078
0.0181978485038,0.254512884396
0.0111909557218,0.493437088435
0.000707565154714,0.261584635232
4.52467194815e-05,0.0444906173211
0.00494280054621,0.282677047117
0.00305250243543,0.236876039385
8.98629984011e-05,0.0761805450626
0.0010289194008,0.205176042837
2.65444419268e-05,0.0227046115372
0.00119959865715,0.128398650696
0.0001776642384,0.123897800419
3.15249532586e-05,0.0437643723836
0.000505723213754,0.174930918023
2.19349780683e-28,0.319889046258
0.0364072982934,0.426929143731
0.000141857344951,0.0676956913174
8.30114794711e-05,0.0219871797608
0.0133617396855,0.327600362217
6.18956304688e-05,0.0108356051512
0.00768312277818,0.361246429752
0.000213030882021,0.018606902366
6.63833561982e-05,0.0476356158946
4.5012831822e-05,0.0340942460829
0.0010377745752,0.205153557228
2.11766895849e-12,0.463506380382
0.000336062361655,0.207576522302
0.00027229209974,0.100483375527
0.0198448350914,0.286694737204
0.00648540308411,0.38457468741
0.014508764919,0.1692012046
