A,B
0.000240030502245,0.0492293210518
0.00993675186838,0.466189285457
9.76313891168e-06,0.00242981013421
6.29309828851e-06,0.0138416715124
0.000146408353168,0.0741227431978
3.88282630693e-05,0.000767768849392
0.000131123843885,0.199589198156
6.25613683721e-05,0.00201615190137
0.0185304067499,0.23783222059
0.00771461031285,0.224451513062
0.0242788339133,0.262688353464
2.44330920099e-06,0.00958175020106
0.000264168854186,0.117633826652
0.000458797932377,0.117058640125
0.00924481561125,0.233762122069
0.00211136651464,0.174080215988
0.0164331192413,0.411545395176
0.000292970054113,0.110451961064
4.40794317511e-05,0.0209680052858
1.10270341726e-05,0.00572876993055
0.0164364845212,0.108667233367
4.03608839246e-05,0.0274821266055
0.000169657237243,0.0194048625532
0.00076091897385,0.162789771759
0.00405439063164,0.275583139944
3.05114394367e-06,0.0512990008503
6.09260590968e-05,0.0157367284319
0.0646819090346,0.22213789407
8.42531860413e-05,0.193637493549
0.00028355033763,0.00028355033763
0.00209574669034,0.205957403754
7.86322701177e-05,0.0468108849921
3.46287390053e-06,0.0282372945269
5.87077527721e-05,0.0392098017022
3.28478055566e-07,0.00248363666347
0.000103983463165,0.0374923772717
1.26618815099e-17,0.0187657114428
0.000226191776161,0.0211100694802
1.03586422791e-05,0.0267795039952
0.000275838305866,0.0128171538469
2.28437894231e-05,0.00220203317434
1.90544515363e-05,0.00600982402519
7.56571075929e-06,0.00256260258913
0.00029912394796,0.121581350717
0.000312514614384,0.00478540921474
0.000200564763031,0.0135215554932
5.07811856561e-05,0.00175958577758
0.00219876705694,0.197086083774
3.064952876e-05,0.0801163295431
2.68846162643e-05,0.00547048859351
0.000103126285177,0.0224331567482
4.73193672312,78.5333291059
0.00540379243206,0.035642690221
2.89279817956e-05,0.00254266100273
0.0243417886446, 0.315894462258
0.00556983551163,0.289822201184
1.30284689428e-05,0.00128598791577
0.00153390301332,0.233375443914
0.0439345433937,0.576330486432
0.00314409075363,0.474179071623
0.000815132585671,0.140563441287
0.00170548451011, 0.244705326765
0.000105217456814,0.0103010682555
9.08652764744e-05,0.113935509889
0.0030870889246,0.18169457467
0.000226618434519,0.0433721575922
0.0041763252084,0.21658161962
2.72305517439e-05,0.0492270798514
0.0146326742884,0.354656712271
3.09721925015e-05,0.00568790033178
0.000470347931299,0.0237794130272
0.00239708775281,0.832287239758
2.97622982098e-05, 0.00521946733023
0.00859864802431,0.408295675421
6.10507128595e-05,0.0139240642482
6.57230481508e-05,0.00512834660679
0.000603910854035,0.106839775367
0.0112492608449,0.367318972014
0.0432445435581,0.46031012069
0.019907405249,0.916165230398
0.000153200292806,0.00368180979353
2.26555215732e-05,0.0274335746615
0.00849005106029,0.386608241212
0.000331500005814,0.204662706927
